tsiksum_commentary_a_1	ཚིག་གསུམ་གནད་བརྡེག་མཁས་པ་ཤྲཱི་རྒྱལ་པོའི་འགྲེལ་བའི་ཁྲིད་དང་པོ། སྒྲ་དང་པོ།	https://kytsodnangdsm.synology.me:5051/fbdownload/tsiksum_commentary_a_1.mp3?tid=%22Km_DrqVZqluLxgYF4U4UdJ8q64DcULskdG8b3PY-VbEuoYmpJM1BmBzaljtHil1MaxpbgplWECZhIf71%22&mode=open&dlink=%222f686f6d652f5473696b73756d204e6564656b2070726f6365737365642f7473696b73756d5f636f6d6d656e746172795f615f312e6d7033%22&stdhtml=true&SynoToken=vNiKzAz2rOFeM
tsiksum_commentary_a_2	ཚིག་གསུམ་གནད་བརྡེག་མཁས་པ་ཤྲཱི་རྒྱལ་པོའི་འགྲེལ་བའི་ཁྲིད་དང་པོ། སྒྲ་གཉིས་པ།	https://kytsodnangdsm.synology.me:5051/fbdownload/tsiksum_commentary_a_2.mp3?tid=%22Km_DrqVZqluLxgYF4U4UdJ8q64DcULskdG8b3PY-VbEuoYmpJM1BmBzaljtHil1MaxpbgplWECZhIf71%22&mode=open&dlink=%222f686f6d652f5473696b73756d204e6564656b2070726f6365737365642f7473696b73756d5f636f6d6d656e746172795f615f322e6d7033%22&stdhtml=true&SynoToken=vNiKzAz2rOFeM
tsiksum_commentary_a_3	ཚིག་གསུམ་གནད་བརྡེག་མཁས་པ་ཤྲཱི་རྒྱལ་པོའི་འགྲེལ་བའི་ཁྲིད་དང་པོ། སྒྲ་གསུམ་པའོ།	https://kytsodnangdsm.synology.me:5051/fbdownload/tsiksum_commentary_a_3.mp3?tid=%22Km_DrqVZqluLxgYF4U4UdJ8q64DcULskdG8b3PY-VbEuoYmpJM1BmBzaljtHil1MaxpbgplWECZhIf71%22&mode=open&dlink=%222f686f6d652f5473696b73756d204e6564656b2070726f6365737365642f7473696b73756d5f636f6d6d656e746172795f615f332e6d7033%22&stdhtml=true&SynoToken=vNiKzAz2rOFeM
tsiksum_commentary_c_1	ཚིག་གསུམ་གནད་བརྡེག་མཁས་པ་ཤྲཱི་རྒྱལ་པོའི་འགྲེལ་བའི་ཁྲིད་གསུམ་པ། སྒྲ་དང་པོ།	https://kytsodnangdsm.synology.me:5051/fbdownload/tsiksum_commentary_c_1.mp3?tid=%22Km_DrqVZqluLxgYF4U4UdJ8q64DcULskdG8b3PY-VbEuoYmpJM1BmBzaljtHil1MaxpbgplWECZhIf71%22&mode=open&dlink=%222f686f6d652f5473696b73756d204e6564656b2070726f6365737365642f7473696b73756d5f636f6d6d656e746172795f635f312e6d7033%22&stdhtml=true&SynoToken=vNiKzAz2rOFeM
tsiksum_commentary_c_2	ཚིག་གསུམ་གནད་བརྡེག་མཁས་པ་ཤྲཱི་རྒྱལ་པོའི་འགྲེལ་བའི་ཁྲིད་གསུམ་པ། སྒྲ་གཉིས་པ།	https://kytsodnangdsm.synology.me:5051/fbdownload/tsiksum_commentary_c_2.mp3?tid=%22Km_DrqVZqluLxgYF4U4UdJ8q64DcULskdG8b3PY-VbEuoYmpJM1BmBzaljtHil1MaxpbgplWECZhIf71%22&mode=open&dlink=%222f686f6d652f5473696b73756d204e6564656b2070726f6365737365642f7473696b73756d5f636f6d6d656e746172795f635f322e6d7033%22&stdhtml=true&SynoToken=vNiKzAz2rOFeM
tsiksum_commentary_c_3	ཚིག་གསུམ་གནད་བརྡེག་མཁས་པ་ཤྲཱི་རྒྱལ་པོའི་འགྲེལ་བའི་ཁྲིད་གསུམ་པ། སྒྲ་གསུམ་པའོ།	https://kytsodnangdsm.synology.me:5051/fbdownload/tsiksum_commentary_c_3.mp3?tid=%22Km_DrqVZqluLxgYF4U4UdJ8q64DcULskdG8b3PY-VbEuoYmpJM1BmBzaljtHil1MaxpbgplWECZhIf71%22&mode=open&dlink=%222f686f6d652f5473696b73756d204e6564656b2070726f6365737365642f7473696b73756d5f636f6d6d656e746172795f635f332e6d7033%22&stdhtml=true&SynoToken=vNiKzAz2rOFeM
tsiksum_commentary_f_1	ཚིག་གསུམ་གནད་བརྡེག་མཁས་པ་ཤྲཱི་རྒྱལ་པོའི་འགྲེལ་བའི་ཁྲིད་དྲུག་པ། སྒྲ་དང་པོ།	https://kytsodnangdsm.synology.me:5051/fbdownload/tsiksum_commentary_f_1.mp3?tid=%22Km_DrqVZqluLxgYF4U4UdJ8q64DcULskdG8b3PY-VbEuoYmpJM1BmBzaljtHil1MaxpbgplWECZhIf71%22&mode=open&dlink=%222f686f6d652f5473696b73756d204e6564656b2070726f6365737365642f7473696b73756d5f636f6d6d656e746172795f665f312e6d7033%22&stdhtml=true&SynoToken=vNiKzAz2rOFeM
tsiksum_commentary_f_2	ཚིག་གསུམ་གནད་བརྡེག་མཁས་པ་ཤྲཱི་རྒྱལ་པོའི་འགྲེལ་བའི་ཁྲིད་དྲུག་པ། སྒྲ་གཉིས་པ།	https://kytsodnangdsm.synology.me:5051/fbdownload/tsiksum_commentary_f_2.mp3?tid=%22Km_DrqVZqluLxgYF4U4UdJ8q64DcULskdG8b3PY-VbEuoYmpJM1BmBzaljtHil1MaxpbgplWECZhIf71%22&mode=open&dlink=%222f686f6d652f5473696b73756d204e6564656b2070726f6365737365642f7473696b73756d5f636f6d6d656e746172795f665f322e6d7033%22&stdhtml=true&SynoToken=vNiKzAz2rOFeM
tsiksum_commentary_f_3	ཚིག་གསུམ་གནད་བརྡེག་མཁས་པ་ཤྲཱི་རྒྱལ་པོའི་འགྲེལ་བའི་ཁྲིད་དྲུག་པ། སྒྲ་གསུམ་པ།	https://kytsodnangdsm.synology.me:5051/fbdownload/tsiksum_commentary_f_3.mp3?tid=%22Km_DrqVZqluLxgYF4U4UdJ8q64DcULskdG8b3PY-VbEuoYmpJM1BmBzaljtHil1MaxpbgplWECZhIf71%22&mode=open&dlink=%222f686f6d652f5473696b73756d204e6564656b2070726f6365737365642f7473696b73756d5f636f6d6d656e746172795f665f332e6d7033%22&stdhtml=true&SynoToken=vNiKzAz2rOFeM
tsiksum_commentary_f_4	ཚིག་གསུམ་གནད་བརྡེག་མཁས་པ་ཤྲཱི་རྒྱལ་པོའི་འགྲེལ་བའི་ཁྲིད་དྲུག་པ། སྒྲ་བཞི་པའོ།	https://kytsodnangdsm.synology.me:5051/fbdownload/tsiksum_commentary_f_4.mp3?tid=%22Km_DrqVZqluLxgYF4U4UdJ8q64DcULskdG8b3PY-VbEuoYmpJM1BmBzaljtHil1MaxpbgplWECZhIf71%22&mode=open&dlink=%222f686f6d652f5473696b73756d204e6564656b2070726f6365737365642f7473696b73756d5f636f6d6d656e746172795f665f342e6d7033%22&stdhtml=true&SynoToken=vNiKzAz2rOFeM
